online_order,book_table,rate,votes,rest_type,dish_liked,cuisines,cost,listed_intype,listed_incity,Latitude,Longitude
Yes,Yes,4.2,2840,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.9,1744,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.4,1093,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.1,1079,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",550.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.4,1899,Dessert Parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.3,523,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.1,115,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Desserts,Church Street,12.97491417,77.60524736
No,No,3.6,223,Quick Bites,"Gulab Jamun, Chaat, Jalebi, Samosa, Chole, Sev Puri, Rasgulla","Street Food, Mithai",300.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.5,233,Dessert Parlor,"Hot Chocolate, Hazelnut Ice Cream, Tiramisu, Caramel Ganache","Desserts, Ice Cream, Beverages",1250.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.3,569,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.0,1445,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Cafe, Fast Food",500.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.5,292,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Sundae, Almond Fudge, Brownie, Thick Shakes, Vanilla Ice Cream","Ice Cream, Desserts",400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.4,216,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450.0,Desserts,Church Street,12.97491417,77.60524736
No,Yes,4.1,119,Casual Dining,"Cocktails, Burgers, Chicken Chunks, Crispy Chicken","Continental, Asian, North Indian, South Indian",2000.0,Desserts,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,297,Casual Dining,"Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts",1000.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.2,432,"Cafe, Bakery","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Wedges, Hot Chocolate","Cafe, Mediterranean, Bakery, Greek, Beverages",700.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.2,116,"Cafe, Bakery","Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.0,98,Dessert Parlor,"Burgers, Cheesecake",Bakery,400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.4,68,Quick Bites,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300.0,Desserts,Church Street,12.97491417,77.60524736
No,No,3.6,52,"Bakery, Quick Bites",Plum Cake,"Bakery, Fast Food",300.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.0,78,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.3,116,Dessert Parlor,"Waffles, Liege Waffle, Ice Cream Sandwiches, Salted Caramel Ice Cream, Ice Cream Sandwich","Desserts, Ice Cream",400.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.0,79,Dessert Parlor,"Coffee, Chocolate Truffle, Cheesecake",Desserts,800.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.0,184,Quick Bites,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Street Food",400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,3.9,65,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.1,63,Dessert Parlor,"Cup Cake, Pasta, Sandwich, Fries",Desserts,900.0,Desserts,Church Street,12.97491417,77.60524736
No,No,3.9,89,"Beverage Shop, Dessert Parlor","Thick Shakes, Vanilla Ice Cream","Desserts, Beverages, Ice Cream",400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,3.8,59,Sweet Shop,"Dhokla, Raj Kachori, Rabri","Fast Food, Mithai",300.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.0,85,"Dessert Parlor, Quick Bites","Waffles, Pie, Corn Dog","Cafe, Fast Food, Desserts, Beverages",400.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.0,100,Dessert Parlor,"Kulfi, Mango Juice, Kesar Pista, Lassi","Ice Cream, Desserts",150.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.2,231,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.2,131,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel","Ice Cream, Desserts",180.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,3.9,73,"Dessert Parlor, Beverage Shop","Faluda, Sweet Lassi, Fruit Salad, Mango Lassi, Kulfi","Beverages, Desserts",150.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,3.9,148,Food Court,Donut,"Bakery, Desserts, Beverages",450.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,3.9,101,"Sweet Shop, Quick Bites","Chaat, Sandwiches, Rasmalai","Mithai, Street Food",400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,2.9,47,"Bakery, Quick Bites","Coffee, Veg Puff, Latte","Bakery, Desserts, Sandwich",400.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.1,125,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.0,47,Dessert Parlor,"Donut, Coffee","Desserts, Beverages",300.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.2,220,Dessert Parlor,"Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Desserts",150.0,Desserts,Church Street,12.97491417,77.60524736
No,No,3.4,27,Quick Bites,"Paratha, Samosa, Vada Pav","North Indian, Mithai",300.0,Desserts,Church Street,12.97491417,77.60524736
No,No,3.9,49,Dessert Parlor,"Coffee, Cup Cake",Bakery,600.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.0,93,Dessert Parlor,Italian Wonder,Desserts,300.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.0,49,Delivery,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Chocolate Cake, Pancakes, Lava Cake, Chocolava Cake","Bakery, Desserts",500.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,3.7,73,Dessert Parlor,Waffles,"Desserts, Beverages",350.0,Desserts,Church Street,12.97491417,77.60524736
Yes,Yes,4.7,4677,"Pub, Cafe","Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Desserts,Church Street,12.97491417,77.60524736
No,Yes,4.2,478,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800.0,Desserts,Church Street,12.97491417,77.60524736
No,No,4.1,211,"Bakery, Quick Bites","Plum Cake, Burgers, Sandwiches, Donut, Mutton Samosa, Sponge Cake, Baked Bread","Bakery, Fast Food",200.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.3,655,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.2,34,Dessert Parlor,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food",300.0,Desserts,Church Street,12.97491417,77.60524736
Yes,No,4.2,255,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food",500.0,Desserts,Church Street,12.97491417,77.60524736
Yes,Yes,4.2,4733,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,94,Quick Bites,Biryani,"Healthy Food, North Indian, Biryani",300.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.6,2263,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",1100.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,7547,Lounge,"Paneer Biryani, Cocktails, Mocktails, Nachos, Taco Soup, Pork Ribs, Hot Dog","American, North Indian, Chinese, Finger Food, Momos",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,1112,"Casual Dining, Bar","Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood",1200.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,169,Casual Dining,"Thali, Andhra Chilli Chicken, Coconut Mousse, Raita, Kothu Paratha, Appam, Tender Coconut Payasam","South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.2,2924,Casual Dining,"Steak, Burgers, Meatballs, Apple Pie, Salads, Bruschettas, Chicken Sizzler","Italian, American, Steak, Continental, BBQ, Salad",1000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.5,1401,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","Chinese, Momos",1700.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.0,1706,Cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Chocolate Milkshake, Caramel Frappe, Espresso, Tea","Cafe, Continental, American, Desserts",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.4,2638,Cafe,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches",Cafe,600.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,781,Casual Dining,"Thali, Mutton Biryani, Mutton Fry, Chilli Chicken, Chicken Biryani, Andhra Meal, Vegetable Biryani",Andhra,650.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,1708,Lounge,"Masala Peanuts, Cocktails, Paratha, Pizza, Pasta, Burgers, Brownie","Continental, Mediterranean, European",1300.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,2244,"Bar, Casual Dining","Peri Peri Chicken, Burgers, Cocktails, Beef Steak, Draught Beer, Chicken Sandwich, Peri Fries","Finger Food, Continental",1100.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.2,1289,Pub,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Nachos","Continental, Italian, Burger",1100.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.0,3213,Casual Dining,"Paneer Tikka, Chicken Popcorn, Bheja Fry, Brain Fry, Ghee Rice, Jumbo Shawarma, Biryani","North Indian, Mughlai, South Indian, Chinese",750.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,945,Cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,853,Casual Dining,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese",1400.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.3,3548,Cafe,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger","Cafe, Italian, Burger, American, Steak",650.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.0,173,Casual Dining,"Tandoori Chicken, Rumali Roti, Butter Chicken, Malai Kofta, Chicken Curry, Palak Paneer, Chicken Biryani",North Indian,1300.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,3.9,681,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood",1200.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,788,"Cafe, Casual Dining","Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.1,452,Casual Dining,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",North Indian,600.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.4,319,Casual Dining,"Lassi, Paratha, Chicken Tikka, Mutton Pulao, Dal Makhani, Garlic Naan, Kheer","North Indian, Mughlai",800.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.1,461,Cafe,"Burgers, Fries, Mojito, Bbq Chicken Pizza, Pasta, Potato Wedges, Peri Peri Chicken","Cafe, American, Italian, Pizza, Burger",700.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.0,933,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad",1000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,527,Casual Dining,"Salads, Beef Steak, Pork Chops, Crispy Pork, Wine, Chicken Salad, Pork Ribs","North Eastern, Asian, Naga, Steak, Momos",800.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,3.9,746,Pub,"Beer, Butter Garlic Prawns, Potato Wedges, Nachos, Pasta, Cocktails, Burgers","Finger Food, Continental, Asian, North Indian",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.9,224,Casual Dining,"Roti, Naan, Butter Chicken, Biryani, Saffron Rice, Mutton Kebab, Lassi","North Indian, Iranian",950.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.9,67,"Beverage Shop, Cafe","Chai, Ginger Tea, Poha, Coffee, Bun Maskas","Cafe, Tea, North Indian",500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.8,152,Casual Dining,"Sandwiches, Burgers, Lamb Burger, Chicken Pepper Steak, Club Sandwich, Draught Beer, Hot Dog",Continental,800.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,1.8,224,Casual Dining,Dj,"North Indian, Continental, Chinese",1200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.5,140,Casual Dining,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.4,50,Casual Dining,"Paratha, Tea, Pasta, Omelette, Rolls, Sandwich","North Indian, Chinese, European",600.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.0,79,Quick Bites,"Momos, Noodles, Chop Suey",Chinese,500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.9,1218,Quick Bites,"Mutton Cutlets, Filter Coffee, Masala Dosa, Omelette, Vada, Scrambled Eggs, Hot Coffee",South Indian,200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.1,41,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",150.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.8,95,Quick Bites,"Shawarma, Burgers, Beef Burger, Potato Wedges, Vegetable Noodles, Cheese Fatayer, Garlic Fries",Fast Food,500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.9,202,Quick Bites,"Paratha, Momos, Lassi, Sandwiches, Burgers, Nachos, Potato Wedges","Fast Food, North Indian, Rolls",250.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.5,62,Quick Bites,"Donne Biryani, Mutton Biryani","Biryani, Kebab",400.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.7,58,Quick Bites,"Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese, Street Food",250.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,3.1,163,Quick Bites,"Rolls, Chicken Tikka Roll, Cheese Roll","Fast Food, Biryani, Rolls",350.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,4582,Lounge,"Cocktails, Lasagne, Martini, Mocktails, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai",1700.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,3119,Lounge,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer",Continental,2500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.7,3920,"Microbrewery, Casual Dining","Pizza, Cocktails, Peri Peri Chicken, Mocktails, Craft Beer, Pasta, Nachos","Continental, BBQ, Salad",1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.5,2198,Casual Dining,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","Mediterranean, European, Salad",1800.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,3130,Casual Dining,"Appam, Khao Suey, Rabri, Chicken Biryani, Kebab Platter, Prawn, Pad Thai","North Indian, South Indian",1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.5,8382,"Pub, Microbrewery","Kamikaze, Long Island Iced Tea, Pizza, Hefeweizen, Craft Beer, Cocktails, Belgian Brew Beer","American, Continental, Salad",2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,864,Fine Dining,"Cocktails, Sushi, Salmon, Martini, Tempura Prawns, Chicken Gyoza, Ramen","Asian, Japanese, Thai",3000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,2119,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian",2200.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,2229,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian",3000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,1772,Casual Dining,"Mutton Biryani, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls, Thali, Raita","Andhra, Biryani",800.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,1352,Casual Dining,"Hyderabadi Biryani, Haleem, Chicken Biryani, Andhra Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",550.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.6,2341,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Chocolate Hazelnut Mousse, Macaroon","Chinese, Asian, Cantonese, Tea",2800.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.5,5265,"Casual Dining, Bar","Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails","American, BBQ",2500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,264,"Microbrewery, Casual Dining","Cocktails, Pizza, Mocktails, Sweet Yogurt, Nachos, Karela Chaat, Burgers","Asian, Continental, European, North Indian",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.0,2112,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Cocktails","Chinese, Continental, North Indian, Burger, Pizza",2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.4,2395,"Casual Dining, Microbrewery","Appletini, Lamb Tacos, Cocktails, Martini, Stout, Wheat Beer, Sangria",Modern Indian,1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.5,1576,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.6,983,Fine Dining,"Seafood Soup, Mocktails, Mushroom Salad, Wine, Jasmine Rice, Som Tam, Thai Red Curry",Thai,3000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.0,1913,Casual Dining,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","Thai, Japanese, Korean, Burmese, Chinese",2100.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.5,675,Fine Dining,"Appam, Fish, Sea Food, Cocktails, Prawn, Thali, Paratha","Mangalorean, Konkan, Seafood, Kerala",3500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,2213,"Microbrewery, Lounge","Spaghetti, Wheat Beer, Cocktails, Risotto, Nachos, Gourmet Pizza, Draught Beer","Continental, Italian",1700.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.6,1217,"Casual Dining, Bar","Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,609,"Pub, Casual Dining","Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food",1300.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,2046,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai",1600.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,152,Fine Dining,"Pasta, Pizza, Pancakes, Fish, Salads, Chaat","American, Continental, North Indian, South Indian",2800.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,3485,"Pub, Microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Craft Beer, Meatballs","Continental, BBQ, Finger Food",1700.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.2,1427,"Pub, Casual Dining","Salad, Beer, Nachos, Chicken Wings, Onion Rings, Chilli Paneer, Roti","Continental, Chinese, Finger Food, North Indian",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.3,2669,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","Cafe, Continental, Italian, Burger",1200.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.6,1083,Casual Dining,"Cocktails, Salads, Pork Ribs, Tomato Soup, Burgers, Mushroom Toast, Cheesecake","European, Asian",1500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,No,4.6,2492,Casual Dining,"Burgers, Cocktails, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","European, Italian, Desserts, Salad, Juices, Steak",1600.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,3656,"Casual Dining, Irani Cafee","Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Crispy Okra, Kulfi","Parsi, North Indian",1300.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.4,2041,"Casual Dining, Bar","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Pasta, Sangria","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,447,"Microbrewery, Casual Dining","Craft Beer, Stout, Cocktails, Chicken Wings, Brewed Beer, Mysore Pak, Cheesecake",Modern Indian,2000.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,757,"Fine Dining, Microbrewery","Chicken Tikka, Faluda, Raita, Tarkari Biryani, Butter Naan, Fish, Dal Makhani","North Indian, Seafood",3000.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.2,2840,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,3.9,2322,Casual Dining,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette","South Indian, North Indian, Chinese, Beverages",700.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.1,1330,"Casual Dining, Bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental",2100.0,Dine-out,Church Street,12.97491417,77.60524736
No,No,4.3,1030,Lounge,"Nachos, Cocktails, Tacos, Prawn Taquitos, Churros, Chimichangas, Enchiladas","Mexican, Tex-Mex",1500.0,Dine-out,Church Street,12.97491417,77.60524736
No,Yes,4.3,596,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Dine-out,Church Street,12.97491417,77.60524736
Yes,Yes,4.4,488,"Bar, Casual Dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,1900.0,Dine-out,Church Street,12.97491417,77.60524736
